iter	Passed	Remaining
1664	64140	12905
1665	64183	12867
1666	64226	12829
1667	64265	12791
1668	64315	12755
1669	64363	12718
1670	64408	12681
1671	64453	12643
1672	64496	12606
1673	64542	12569
1674	64593	12533
1675	64636	12495
1676	64680	12457
1677	64722	12419
1678	64760	12381
1679	64808	12344
1680	64846	12305
1681	64881	12266
1682	64917	12227
1683	64953	12188
1684	64988	12149
1685	65024	12110
1686	65063	12071
1687	65098	12032
1688	65141	11994
1689	65178	11955
1690	65215	11916
1691	65250	11877
1692	65285	11838
1693	65319	11799
1694	65356	11760
1695	65393	11721
1696	65427	11682
1697	65463	11643
1698	65499	11604
1699	65534	11564
1700	65570	11525
1701	65605	11486
1702	65640	11447
1703	65676	11408
1704	65712	11369
1705	65750	11330
1706	65788	11292
1707	65837	11255
1708	65873	11216
1709	65917	11178
1710	65952	11139
1711	65996	11102
1712	66031	11063
1713	66066	11023
1714	66102	10984
1715	66139	10946
1716	66176	10907
1717	66237	10872
1718	66274	10833
1719	66310	10794
1720	66348	10756
1721	66384	10717
1722	66420	10678
1723	66455	10639
1724	66491	10600
1725	66526	10561
1726	66561	10521
1727	66596	10482
1728	66632	10443
1729	66667	10404
1730	66704	10365
1731	66740	10327
1732	66775	10287
1733	66824	10251
1734	66870	10213
1735	66913	10175
1736	66949	10136
1737	66987	10098
1738	67024	10059
1739	67059	10020
1740	67094	9981
1741	67139	9943
1742	67175	9904
1743	67211	9865
1744	67248	9827
1745	67289	9788
1746	67325	9749
1747	67362	9711
1748	67398	9672
1749	67449	9635
1750	67487	9596
1751	67533	9559
1752	67587	9523
1753	67641	9486
1754	67680	9448
1755	67719	9409
1756	67760	9371
1757	67815	9335
1758	67857	9297
1759	67899	9259
1760	67944	9221
1761	67985	9183
1762	68033	9145
1763	68089	9109
1764	68136	9071
1765	68179	9033
1766	68214	8994
1767	68248	8955
1768	68285	8916
1769	68343	8880
1770	68382	8842
1771	68420	8803
1772	68457	8764
1773	68498	8726
1774	68534	8687
1775	68572	8648
1776	68607	8609
1777	68642	8570
1778	68677	8531
1779	68712	8492
1780	68748	8453
1781	68789	8415
1782	68835	8377
1783	68869	8338
1784	68905	8299
1785	68941	8260
1786	68976	8221
1787	69012	8182
1788	69049	8143
1789	69086	8105
1790	69124	8066
1791	69163	8027
1792	69200	7989
1793	69236	7950
1794	69272	7911
1795	69310	7872
1796	69347	7833
1797	69387	7795
1798	69427	7757
1799	69482	7720
1800	69522	7681
1801	69564	7643
1802	69607	7605
1803	69665	7568
1804	69708	7530
1805	69756	7493
1806	69803	7455
1807	69855	7418
1808	69900	7380
1809	69952	7343
1810	70028	7308
1811	70073	7270
1812	70121	7232
1813	70169	7194
1814	70207	7156
1815	70242	7117
1816	70277	7078
1817	70312	7039
1818	70348	7000
1819	70384	6961
1820	70442	6924
1821	70480	6885
1822	70516	6846
1823	70552	6807
1824	70587	6768
1825	70623	6729
1826	70659	6690
1827	70694	6651
1828	70729	6612
1829	70764	6573
1830	70799	6534
1831	70836	6495
1832	70875	6457
1833	70915	6418
1834	70967	6381
1835	71012	6343
1836	71053	6304
1837	71089	6265
1838	71125	6226
1839	71161	6187
1840	71199	6149
1841	71234	6110
1842	71269	6071
1843	71306	6032
1844	71342	5993
1845	71381	5954
1846	71418	5916
1847	71455	5877
1848	71492	5838
1849	71529	5799
1850	71565	5760
1851	71601	5721
1852	71637	5683
1853	71672	5644
1854	71708	5605
1855	71742	5566
1856	71782	5527
1857	71819	5488
1858	71857	5450
1859	71896	5411
1860	71936	5373
1861	71977	5334
1862	72020	5296
1863	72055	5257
1864	72100	5219
1865	72152	5181
1866	72196	5143
1867	72239	5104
1868	72280	5066
1869	72324	5027
1870	72365	4989
1871	72399	4950
1872	72435	4911
1873	72470	4872
1874	72506	4833
1875	72567	4796
1876	72603	4757
1877	72643	4719
1878	72682	4680
1879	72719	4641
1880	72757	4602
1881	72796	4564
1882	72833	4525
1883	72871	4486
1884	72909	4448
1885	72985	4411
1886	73050	4374
1887	73094	4336
1888	73146	4298
1889	73184	4259
1890	73221	4220
1891	73257	4181
1892	73293	4142
1893	73328	4103
1894	73362	4064
1895	73399	4026
1896	73436	3987
1897	73471	3948
1898	73507	3909
1899	73542	3870
1900	73575	3831
1901	73609	3792
1902	73643	3753
1903	73678	3714
1904	73714	3676
1905	73753	3637
1906	73797	3598
1907	73832	3560
1908	73871	3521
1909	73905	3482
1910	73939	3443
1911	73972	3404
1912	74005	3365
1913	74039	3326
1914	74072	3287
1915	74105	3248
1916	74139	3210
1917	74179	3171
1918	74222	3132
1919	74263	3094
1920	74307	3055
1921	74351	3017
1922	74391	2978
1923	74436	2940
1924	74472	2901
1925	74507	2862
1926	74542	2823
1927	74577	2785
1928	74621	2746
1929	74670	2708
1930	74704	2669
1931	74738	2630
1932	74775	2591
1933	74809	2552
1934	74842	2514
1935	74875	2475
1936	74908	2436
1937	74942	2397
1938	74977	2358
1939	75017	2320
1940	75062	2281
1941	75096	2242
1942	75130	2204
1943	75169	2165
1944	75203	2126
1945	75238	2087
1946	75274	2049
1947	75309	2010
1948	75349	1971
1949	75385	1932
1950	75419	1894
1951	75452	1855
1952	75486	1816
1953	75520	1777
1954	75553	1739
1955	75588	1700
1956	75623	1661
1957	75662	1622
1958	75697	1584
1959	75732	1545
1960	75769	1506
1961	75810	1468
1962	75844	1429
1963	75878	1390
1964	75911	1352
1965	75945	1313
1966	75982	1274
1967	76018	1236
1968	76052	1197
1969	76086	1158
1970	76120	1119
1971	76159	1081
1972	76206	1042
1973	76255	1004
1974	76294	965
1975	76335	927
1976	76370	888
1977	76411	849
1978	76453	811
1979	76496	772
1980	76533	734
1981	76572	695
1982	76607	656
1983	76641	618
1984	76675	579
1985	76719	540
1986	76765	502
1987	76798	463
1988	76832	424
1989	76865	386
1990	76899	347
1991	76935	308
1992	76971	270
1993	77008	231
1994	77042	193
1995	77082	154
1996	77119	115
1997	77155	77
1998	77188	38
1999	77222	0
